,Review Text,Label,Bert,LR
3610,"These are very versatile pants. you can pair them with a tank top and flip flops and be ready for a casual summer day or pair them with a dressy top and heels and be ready for a formal function. i've only worn these once to a formal city function and felt put together and comfortable. with the pants i wore a black lace button up top, satin peep toe heels, black tuxedo jacket and a chunky necklace...very cute. my husband loved it. i'm 5'3"", 117 lbs and the xs fit perfectly. they only downside to",1,1,1
3611,"The top looks better on the model than in-person. it fits loose and looks boxy and matronly. i don't like the sleeve length or the top style, it just didn't look flattering or good. i am sending it back. looks very boxy.",0,0,0
3612,"These are very pretty, but i have had a few problems with them. out of the package, i found them to be true to size. i think i purchased the pxxs or the pxs. however, even though they are machine washable, i feel that they shrunk upon washing and are now too short (i am barely over 5' tall). also, the elastic waistband keeps twisting within the casing, which drives me crazy. i have to keep straightening it. i think there are better options for sleep pants.",0,0,0
3613,"The cut of this dress is gorgeous and it could be great if it were made of quality silk and was lined. although the color is beautiful, the cheap fabric has no variation, is too saturated, and lacks any sheen of quality silk. 
shocked at the price. i still have beautiful silk dresses from retailer pre 2010 . being back the quality!",0,0,0
3614,"Love this tank, i am petite and this was the perfect length for me, i wore it with white jeans and a blazer.  love the print!",1,1,1
3615,"I wanted to love this dress. i've been looking for a cute, flattering red dress for ages and snapped this up on sale online, thinking it was finally the one. when i tried it on i found the shape flattering, even to my recently pregnant figure. other than that, i was highly disappointed for two reasons. one, quality issues, as mentioned by a previous reviewer - the slip is sewn in totally unevenly, resulting in it sticking up above the neckline on one side, with several threads poking up above th",1,0,1
3616,I love this! i agree with previous post that say  it is much better in person. the fabric is high quality but not too thick. i bought this to have something light to wear on a trip to italy and it will be perfect. the color is so lovely and the flowy detail at the hem makes it unique. it's a basic without being basic. i'm so glad i added it to my wardrobe.,1,1,1
3617,"Granted that i am not as reed thin, or as young, as the model. but i am tall and reasonably slender. i have long hands and small wrists, which would be a factor in the overall effect of this garment. this poncho looked like some sad old stretched out who-knows-what that you'd keep in the car for emergency purposes, in case you needed warmth if the car broke down in a snowstorm -- and i have one of those foldable reflective blankets in the glove box for that purpose. i was looking for a statement",0,0,0
3618,"I am a sucker for a peasant dress. i love anything i can toss with a pair flats and head out the door, but this dress is ridiculous. i look like a schoolmarm. the white bib collar takes this dress into costume territory. i love one september and have many items from the brand that i wear regularly, so i'm bummed that this wasn't what i expected. i knew it would have flow, but it's more billowy than i wanted. stay away unless you want to look like a little girl on the first day of school.",0,0,0
3619,"Looks really nice on teh pictures. i tried on thre cream as this was the only color availalbe at my store (tried on per stylist recommendation(. it is very thin, you can see ripples from my belly lol, but still fairly flattering. i ended up purchasing, but it is in my maybe pile for now... wil lwait before wearing it to be sure. can't wear a grey bar with it, that htin...",1,1,1
3620,"I have to agree with the first reviewer! i really loved the color of this dress and could almost have overlooked the lack of a lining, but when i felt the fabric expecting a nice lush silk, instead getting what felt like a polyster instead i couldn't justify it for the price. i really liked the fact that a maxi came in petite sizes as well, but just couldn't get over the poor quality for that price so back it goes! 

i hope the team members or buyers at retailer are reading these reviews",0,0,0
3621,"I needed to write a review only because i feel like the dress is getting a bad rap by other reviewers. it is a loose, flowy, swing dress. i typically wear structured fit and flare dresses, but i do love a feminine, loose, casual dress from time to time too. this totally fit the bill. it is true to size, fitted on the arms, loose and swingy everywhere else. i got the peach color and love it. the cotton slip underneath is very comfortable too. i ordered the sp and it hits just above my knees in th",1,1,1
3622,I had hopes for this shirt but was disappointed in the fabric...it's very stiff and heavy for a summer blouse. will be returning it.,0,0,0
3623,"I love the color patterns and fabric.  it has full lining!  my biggest problem with the dress is the swing style - makes it more like a maternity dress and so unflattering?  a straight (shift) style would have been much better.  dress runs large, however the arm/shoulder area is tight.",0,0,0
3624,"This dress is really beautiful. i have already worn it to both an engagement party (fancy) and just out to dinner (casual); it fits most occasions, depending on what you pair it with, which always makes me feel like i have gotten my full money's worth. i've gotten several compliments on it; the best one being that it looks as though i was wearing a piece of art! the outside material of the dress is silky in texture and has a nice sheen to it. it looks true to the picture on the website. the dres",1,1,1
3625,"The turqoise color is pretty, however, it did smell bad out of the package. i wore it once and it transferred the dye to my skin and white pants, bra and cami! hope it all comes out in the wash. i tried to hand wash the shirt and now have blue hands and a blue tub.",0,0,0
3626,"These are some of the cutest jeans i've seen in a while. i ordered my usual size 28 and they were too big. i'm 5'9"" and about 140 lbs. i always were a 28! i reordered the 27, though, and they fit perfectly. the only disappointment was they make my butt look flat and emphasize my stomach, which isn't the case in other jeans. i think it's due to the high waist. they fit almost like a pair of pants. oh well, i'm keeping them. i tucked in a striped sailor tee and they looked adorable.",1,1,1
3627,"Beautiful fabric with soft drape. unfortunately the ""captain kangaroo"" pockets are awful. unless you have a straight up and down shape with no hips this is very unflattering. the pockets look like saddle bags and add a huge amount of fabric where most people don't want added bulk. very disappointing. returned.",0,0,0
3628,"Bought the pink color in the store and just loved the way that they fit me. i ended up ordering the light blue. perfect for a cool summer evening. can be worn with sandals, wedges, or converse sneakers!",1,1,1
3629,"Saw this on line and decided to ""splurge"" for the holidays. arrived today and is going right back. runs very small especially in the waist. trim is a cheap ribbed fabric with a zipper. fabric is not elegant looking as in the picture, appears cheap and very itchy. sooooo disappointed.",0,0,0
3630,"I was very disappointed when it arrived and had elbow length sleeves. from the photo, it looked like full length sleeves. it went back.",0,0,0
3631,"I really love this pair of fitted cargos. i'm 5""1, 103 pounds and bought a 25p since that what i take in most jeans at retailer. it is quite fitted like it shows on the model so some may prefer to size down for a comfortable fit. i bought the grey color and is a lovely neutral color. love these and may have to go for another color!",1,1,1
3632,"So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small, which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately, i thought all would be fine and i discarded the receipt and have worn them a few times~",0,0,0
3633,"This top fit nicely and was tts, but the pattern was different than i expected. i thought it would be more of a desert scene and it turns out there are cowboys on it and it just didn't fit my style. if there were cowgirls on it i would have kept it.",1,1,0
3634,"I bought this top on sale - very glad i did not pay full price for it! i wash everything before i wear it. when it dried i saw that there was a grease spot on the back and a small hole on one upper arm - i will probably be able to take care of the grease spot, but the hole will be a little trickier, as the material is kind of filmy.",0,0,0
3635,I ordered this blouse because it was such a good price on sale but should have paid closer attention to the reviews. the slits on the sleeves are much more noticeable than in the photo and the blouse just didn't work for me. something about it reminded me of seinfeld's pirate shirt. i appreciate retailer's return policy. i took it back to the store and got an immediate refund on my cc.,0,0,0
3636,"I tried this dress on in the store. i loved the fabric and color, but the fit was huge, no matter how much i sized down. there are full dresses and tunics that are supposed to be loose, but this was shapeless in an unflattering way. i was attracted to the style and color, but the execution left much to be desired.",0,0,0
3637,"This product looks great on the model, but for anyone with a normal body type, the band in the center is way too tight. i'm a 34a and wear a 27 pants and it was huge in the bust and too small in the waist and hips. the violet one looks much more blue in the photograph, it is truly lavender and purple. i really wanted to love this swimsuit, but instead i had to return it, pay for return shipping, and i am out about $20 now. very disappointed.",0,0,0
3638,As soon as i saw this skirt i was in love. i like the fit it is very comfortable. i love the detail in the crocheted part of the skirt. i can't wait to wear it and i recommend this item.,1,1,1
3639,"Super comfortable and cute!! i have received tons of compliments one this dress. the material is soft and the print/colors are awesome. this dress will get a lot of use over fall, winter and spring. runs a little big. i am typically a s but chose the xs . love love love!",1,1,1
3640,"As another reviewer noted, the upper portion (back, chest, shoulders, etc.) fit nicely. however, the body of the dress was enormous and did, indeed, make me look much heavier throughout the middle. back to the store it goes.",0,0,0
3641,"I loved the fit and vibrant color of this dress. it's loose and flows but doesn't look like a potato sack. i wore it once and got a ton of compliments. that said, i hand washed it, as the tag states, then let it line dry, and it shrunk to half its size! i re-checked the tag and noticed that under the hand wash instructions it then states ""dry clean recommended."" boo. so disappointed that i spend over $100 for a dress i wore once.",0,0,0
3642,"This dress is incredible soft and flattering. it sits higher on the waist than most other dresses i've received from retailer, which is actually great for me, as i have a short torso. i have been able to put it in with the regular wash cycle, which was a pleasant surprise. the only issue was with the overlapping fabric on the top; i ended up adding an extra stitch to avoid being totally exposed.",1,1,1
3643,"This dress is very well made and the fabric hangs beautifully. i weigh 125 and usually wear a small but sized up to medium for a longer sleeve and hem. the print, fabric and style make it appropriate for daytime or evening. it should transition nicely to fall and will look great with boots.",1,1,1
3644,"I thought this would be a cute business attire skirt. i hate to say it, but i felt like it flared out as if i were amelia bedelia or some whacky children's book character and not retailer. the fabric made it look bulky. i sadly had to return it.",0,0,0
3645,I really like the skirt! it's very comfortable and i can wear it with  so many colors.,1,1,1
3646,"I have never written a review before, and i love retailer and shop here often. however, i am so unhappy with this shirt i wanted to share to save someone else money. it is such poor quality, it looks thick and flows in the photo, it is very thin and it itches so bad, i could hardly even stand to try it on when it came in the mail. i will deff be taking it back, and do not recommend it at all.",0,0,0
3647,"When i saw this blouse online i thought it was so cute! i love the floral detail. unfortunately it looks much cuter online than it does in person. it has no shape so it is not flattering to the figure. it might look better tucked in or partially tucked in as shown in the picture, but it did not look good completely tucked out. i was also not a fan of the fabric. in the picture the fabric looks dressier than it is. the front is more polyester and is a little dressier, but not what i envisioned. t",0,0,0
3648,"I ordered this since it looked so cute on the model . when i it arrived, i was excited to try it on, but when i did...blah. the color is murky and the top runs large, not to mention that the material is too heavy for a short sleeved top (plus it's lined). i really wanted to like it and debated wetting it and then putting it in the dryer to shrink it a bit. in the end, i decided that it wasn't worth it. too bad, as the concept was a good one. it just failed in the execution.",0,0,0
3649,"The fabric and color is stunning. very well made. i'm 5'8"" and this romper works fine. it is long enough in the body. true to size. love it!",1,1,1
3650,"This dress is great if you're very skinny and have no chest. otherwise, it makes you look dowdy. the colors are also quite washed out and do nothing for my complexion.

this one is going back.",0,0,0
3651,"I love this dress but the zipper is definitely defective.
its a flatering style and i love the fabric and fit. im normally a 10 but the 8 fit perfectly. 

i'm nervous to wear it because of the zipper. i would return it but dont have the receipt.",1,0,1
3652,"I'm 5'2"" 110, 32-24.5-32.5. i tried both the regular 0 and petite 0. the difference was quite substantial. sometimes if an item runs shorter or smaller, i can get away with regular sizing. the regular 0 was all wrong, and the petite 0 was perfect in every way the regular 0 was wrong! the petite sizing was perfect for top coverage, tamed the flare to just the right amount, and the length hit right at the perfect spot where it is supposed to above the knee. gorgeous embroidered detailing and versa",1,1,1
3653,"This is a great lounging dress or a great beach cover up. i ordered up a size after reading other reviews. although, i feel like my normal size would have been fine probably. i ordered the black and it is not see through. it's very light weight and comfortable. i may even order in another color just because it's so great to wear around the house.",1,1,1
3654,"I am 5'8"", about 140, athletic build. i purchased this dress for business meetings and such. i was worried the dress was going to be too low cut but i  am small chested so i can wear lower cuts without exploding out of it. luckily this is the case here too! the dress has a professionally sexy look which i love. nice fabric, good quality. happy i bought it!",1,1,1
3655,"Super soft, cozy cardigan! i have a long torso and this is just the right length to cover my behind! i wish retailer would carry more sweaters with this shape. the sweater is soft and light - perfect for every day and you could wear it year round, although with its lighter weight, it might not be as perfect for winter. i purchased this in the kelly green color and it's gorgeous. i have it on right now!",1,1,1
3656,"I like this so much that i ordered it in both colors. it is soft can be worn both ways, and i like the crisscross detail. very comfortable, not formfitting.   i usually order a medium or a large and in this one sized down to a small.",1,1,1
3657,"I've been stalking this suit online for months and i saw it in store yesterday. i never knew what size to order because of the australian sizing. i went with my pants size (8) and it looks great. i carry my weight in my butt and thighs and the boy legs are flattering! i found the size up (10) was loose in the bust for me. go for it, it's the cutest suit ever.",1,1,1
3658,"I stalked this sold out product for weeks hoping my size would become available. when it did, i was very excited, in fact i ordered both a s and xs to be sure one sweater would fit me! unfortunately, neither did and i felt the actual sweater was not as pictured. the sweater has an overall baggy fit and the cutouts don't fall as neatly and as evenly on both shoulders as the picture shows, making the look a bit sloppy in my opinion. it is such a shame as this look is very of the moment and the mod",0,0,0
3659,"So pretty. 5'4"" 115 lbs and the xs fits perfectly.",1,1,1
3660,"I bought both color options in this dress and they are both gorgeous but i think this dress must only look good on the model and her body types because i put it on and cringed. i'm 5'7"" and slim. it was matronly. i also ordered my usual size small and felt like the medium might have been better? the picture of blue colored dress looks more fitted around the waist and these dresses and very loose. the only way it would be flattering is if you added a belt. keep that in mind if you do buy. pretty",1,1,1
3661,"I read the cleaning instructions label carefully. followed them closely. and still, the dye ran and stained some of my colored clothes. pi**ed me off! just after the first wash and even before wearing them, i have streaks of uneven color on the pants. bad quality material or dye is what causes this. now i have to go and see if i can even get out my other stained clothes. thanks a lot retailer.",0,0,0
3662,I love this dress! it is equally pretty in person too. sometimes i will order things and when i get them the colors are totally different than what i anticipated. not with this dress. i love it and will get a lot of use out of it over the spring/summer.,1,1,1
3663,"I really loved the idea of this dress and thought it may be perfect for work with a pair of wedges. but, the first thing that set me off was the color and the material. the color is more street sign yellow than a soft, warm yellow. the fabric is a thin, sheet like fabric that makes the yellow look even cheaper. i was anticipating a thicker shirt-like fabric. when i tried it on, i liked the idea, but the material and the color made me feel like i was wearing costume...or a parachute. i will defin",0,0,0
3664,"I've been on the hunt for flattering cords for a long time, and these fit the bill! bought the silver on friday and am going to order the pink. the silver is really more taupe, as pictured, so if you're looking for true grey, this is not the pair for you. but the fit is fantastic. i'm 5'3"" athletic build about 130 lbs and the 27 fits perfectly. finally cords that don't make my muscular thighs look giant!",1,1,1
3665,"I love the design and color of this cardigan, and the way it was styled in the store display made me snatch one up right away. but unfortunately, it's huge and shapeless (i tried size xs/s) and i'm a waif (5'2"", 105#) - i think it could drape nicely on a tall woman but if you are small to average in height it'll hang down somewhere mid-thigh or even lower. you can snug up the ties, as they are threaded through the cardigan like a drawstring, but that just made it look bunchy and even more shapel",1,1,1
3666,I a looking forward to wearing this dress with a jean or leather jacket. the dress is well made and the fringe adds a nice detail to the otherwise basic design. be sure to order a couple of sizes smaller than your regular size because the dress is huge. i ordered the dress in both colors and am keeping the blue.,1,1,1
3667,I feel really cool wearing this skirt :-) a nice alternative to the jeans that are my standard uniform. loooks great with short boots. i'm wearing it as i write this review--and was wearing it all day. awesome skirt!,1,1,1
3668,"I fell in love with this top when i first saw it on the retailer website and was pleasantly surprised when it was every bit as beautiful in person as it was online (even more so). the bronze colored threads are to die for and the fit is perfect on my 5'4"" (129 lb) 34c frame. if your on the fence on this one, get it. it's worth the purchase!",1,1,1
3669,"These photos do not do the vest any justice. i randomly saw this in the sale section at my local retailer. tried it on and it was super cute, but i did the whole ""walk away, maybe you'll forget about it"" thing. that did not happen. i ran back to retailer on my lunch break the next day, and thank goodness, there was still one left in my size. it actually drapes in a flattering way, and it looks polished. it's so versatile. i would not have looked for this vest based on these photos, but i'm telling y",1,1,1
3670,"I agree with the other two reviews that this shirt runs large, or something? ! i ordered an xs, my usual size, xs-s. the body of the shirt is very loose, the upper arms are a bit snug, and i don't have large arms. the shoulder seams are in a very strange place, but when you look at the model, it doesn't look so bad. with the shirt i received, and another reviewer, the seam was puffy, making for a strange look. in theory, the shirt should have worked, but didn't. i loved the pattern, not the fit.",0,0,0
3671,Beautiful dress that is easy to just throw on and go. i bought both colors. though it is loose it is still flattering. it has a good length and movement. i'm normally a m/l or 10/12. i took a medium as it is pretty loose fit.,1,1,1
3672,"These pants are gorgeous--the fabric has a satiny stretch that simply feels decadent on. i tried on the size 0 and 2 and though they both fit, the size 2 was more flattering (i'm 5' 8"" 120lbs). compared to cartonnier's capris (which i love and wear a size 4 in), the fabric and construction on these is superior. and the color is knockout red.",1,1,1
3673,"I couldn't wait to try this on this sweater.  sadly, it was too large in all ways.  the sleeves are adorable, but the ruffle overwhelmed my arms. this was much longer on me than the model.  it stopped mid-thigh.  the quality seemed fine, but it is a thin sweater.",0,0,0
3674,"I'm normally a small in retailer tops. i ordered a small, and the top fit well in the shoulders and in the upper (more fitted) part. it all went horribly wrong from there. the top billowed out at the bottom and fit like a circus tent, instantly adding a good 50 pounds to my frame. this was such a disappointment, as the pattern is beautiful and the fabric is high quality.",0,0,0
3675,"I loved this top but the cut was too short in the waist for my 5'8"" frame. wish it came in a tall size!",0,0,0
3676,The appliquã© on this dress is well done. i would recommend it to anyone. the design is super flattering and feminine.,1,1,1
3677,"Poor quality, material looks much thinner and cheaper than pictured.",0,0,0
3678,"First of all, this is not pullover styling. there is a side zipper. i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me.

second of all, the tulle feels and looks cheap and the slip has an awkward tight shape underneath.

not at all what is looks like or is described as. sadly will be returning, but i'm sure i will find something to exchange it for!",0,0,0
3679,"I wasn't looking for a little black dress but i couldn't resist this one. it's as stunning in person as it is in the pictures online. the front has a corset-like closure which i didn't realize until it arrived. it's very classy though, not cheap looking. the lace detail is really beautiful. i was a bit concerned about how the sheer looking areas would look because i was hoping to wear the dress for a dressy work function. it's definitely a sexy dress but the fact that there's so much coverage ma",1,1,1
3680,I love how soft the sweater materials is and that the built in layer piece falls so nicely. i purchased a small in black and have already worn it with jeans and heels for a dinner and with cropped work pants for the office. the bottom piece does wrinkle a lot but you can easily smooth it out. really quality materials and on sale this is quite a steal!,1,1,1
3681,"This top is very soft and well made. for my short and curvy figure, it is very unflattering. i considered altering it, but there is no way to do it. it gapes in the front and if you have a waist at all, it won't show because this top is boxy and full in that area. if you are tall and slim, it might be perfect, so give it a try.",0,0,0
3682,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,0,0,0
3683,"Purchased this top online, and when i received it was very pleased.
it has and elegant cut and yet is a casual fabric.
love that the sleeves run longer......ads to the overall look.
also loved the v neckline.........enhances the feel of the overall style.
with various necklaces this top has limitless options!
the color states moss....which i usually think of as greenish brown......i found it to be more of a taupe.
would have liked it to have a green tones, however it is still a fantastic f",1,1,1
3684,"I bought this outfit online on sale - so i only paid $70, but i think if i saw it in person first, i probably wouldn't have purchased it. while the design is cute, the fabric is beyond cheap. it's not just polyester - it's like a plastic polyester. i think if you dress it up with high heels, necklace, armful of bangles, you can probably distract from the fabric. 

5'5"", 120lb, purchased xs and it's a little big still.",0,0,1
3685,This jacket is beautiful! the embroidery is very well done! the jacket is fully lined in black. i usually wear a l/xl and definitely needed the xl as it runs a little small.,1,1,1
3686,"This is a beautiful dress. lovely fit. unfortunately, the fabric wrinkles easily. i had to return it because it did not accommodate my slumpy posture, and it was too much to maintain for me since i don't iron.",1,0,0
3687,I saw this shirt on a friend and had to buy it right away! it has the comfort of a regular tee but the frills at the bottom give it that retailer look! true to size.,1,1,1
3688,"I ordered a small and it is enormous; i usually wear a size 10. it is short but the fullness in the body and the sleeves made me look like a sumo wrestler. also, it is a very heavy knit which would be great for up north but too bulky for atlanta unless the temps are in the 40s. i'm sending it back.",0,0,0
3689,"I usually wear a size xs or s in retailer tops, ordered this top in an s and it was so wide on the sides and huge it fit like a tent.  not even remotely flattering.  i thought about ordering it in an xs, however, i could tell the xs was still going to have way too much fabric.  back it goes.",0,0,0
3690,"These pants are so fun. i love the pattern and color. can be dressed up or down. very flattering.
highly recommend trying them on, they were better than i expected them to be",1,1,1
3691,"This shirt runs a little big, i bought it for my niece who usually wears a medium , but the small fit her. she is tall and this was a nice length on her.it's very comfortable and is a a perfect staple to send her off to college with. i paired it with the nouveau belt in silver- as an option for her to wear it with- great buy!
my niece is 5' 11"" with an athletic build.",1,1,1
3692,"I was a little hesitant to order this dress due to the cotton/polyester blend...not generally a fan of poly for summer. it is high quality though, very soft, lightweight and lays beautifully. it's not see through either, which seems like a rare find in clothing lately. the embroidery is very well done too, and i think it adds just the right touch of feminine, while not being overly ""precious"". it does run small by a whole size, which i've found to be typical of eva franco dresses. i am usually a",1,1,1
3693,Very nice fabric but disappointed in the stitching on the knees. it looks nice but makes the pants very uncomfortable and tight around the knees. too bad because i love the style and hoped they would work!,1,0,0
3694,"This is a beautiful dress, just not for me though. since i'm 5'10"" it hit me 2-3"" over my knees. the colors are vibrant- would look good on most!",1,1,1
3695,"I was so excited that retailer finally had some bermuda shorts for those of us that are 1) older and don't want to show off that much leg anymore, and 2) are ""curvy on the bottom"" and really cannot wear the shorter shorts. i ordered these immediately in the navy. i usually wear a 31 in pilcro jeans, and like the other reviewer observed as well, i was floating in these - not only in the waist but everywhere. the legs are big - but it's supposed to be a boyfriend cut so i get that, but they just are",0,0,0
3696,"I bought both colors based on the reviews and really like the prints. however, they are too sheer. i don't want to wear a tank top, but you have to with these tops since they are so sheer. i can also see the fabric tearing easily, it is too delicate. i sent both colors back. what a waste because the prints and colors are good. these tops are also not for busty ladies. i have a big bust, and the top part didn't cover my entire bust and was awkward because the division between the fabrics would st",0,0,0
3697,"I wanted to love this dress, but it has too many flaws. first, the ""waistband"" falls right under the bust and the skirt flares out from there. not a flattering silhouette.. second, the fabric is a sickly yellow-beige netting that looks like burlap. third, i can't imagine what kind of bra you can wear under it. on the plus side, the fabric isn't scratchy.",0,0,0
3698,"I thought these were gorgeous and was going to buy them although the price was a bit high. in fact, two separate women came up to me as i was walking around the store and asked where i got the pants because the colors are so vivid. however, as we were looking at the items, we noticed that both the green and the blue both had several small holes in them due to stitching quality, as the previous reviewer noted. therefore, none of us purchased the pants.

the staff at the store were very helpful",0,0,0
3699,"Most casual tops are so sloppy now - not this one! great cut, wish there were more color options.",1,0,1
3700,"The top looks like an oversized shirt in the model photo but as you can see it's not at all in person. made with what feels like hospital scrubs-meets-crisp-poplin, this shirt is stiff and does not lay flat against the body. the cut is almost triangular or bell shaped causing it to jut out - think of a flared wide leg pant - but as a shirt. the sleeves have a similar cut as well. i, too, am a 34c and found it made me look much wider as your bust will cause the shirt to move away from you. it's s",1,0,0
3701,I love the pilcro serif legging jeans but these were a big disappointment. if you have any thigh at all don't bother.,0,0,0
3702,I usually wear a size medium in angel of the north but this was very small. i would need to have ordered a size large or xl to have it fit. pretty but returning.,0,0,0
3703,"This top runs super small in the upper arms, shoulder area..could not even stretch out my arms! ...other then that major problem, the length and body fit were perfect...i am true med and/or large in all retailer tops so i tried sizes 10, 12 and neither worked for me due to arm/shoulder fit...disappointed because it really is a beautiful top...",0,0,0
3704,"I don't typically write bad reviews, but this dress is so bad and i want to save someone else from buying it. i read the mostly bad reviews and still purchased anyway (my fault i know). the dress is super stiff ( i know denim can be that way and it is possible it would soften up after a few washes). i'm typically a 6/8 and the size small swallowed me, and the xs was big everywhere except through the bust (i ordered both sizes to try). i wouldn't recommend buying this if you are a size 8 or small",0,0,0
3705,"Cute style, cute color, cute cut.  and i got it on sale!",1,1,1
3706,Love the movement of the blouse and how it falls. great quality material.,0,0,1
3707,"First comment about this piece is that it runs unbelievably small, which is not in line with most retailer pieces. i had to size up two sizes to get the size to close, on top of being busty. the material is thin and mildly see thru, but i think the shape it cute and it had a unique look to it with the tiny gold buttons and non-collar top. i decided to keep it.",1,1,1
3708,"They look nice on the page, but they didn't work on my body. made me look big and boxy. maybe if you're super-skinny, they'll be fine.",0,0,0
3709,"Such a lovely shirt and even though it is white, flowing and delicate it is not see-through so you will not have to worry about wearing an undershirt in the summer sun. lovely top!",1,1,1
3710,"I just saw this in the store and had to pick it up. i just love this green color and can imagine it going with a number of different types of tops/dresses. i personally think this looks best with a chambray button down shirt with this vest over it, paired with slim fitting black pants and boots.",1,1,1
3711,"I love retailer and fell in love as soon as i saw this dress online. being 5'10"" i love a quality maxi dress and this one did not disappoint. however, being 5'10"" also means the top sweater overlay hits me way short. it looks ridiculous. i also thought that this was very heavy for a maxi dress and could not imagine wearing it in 80 degree weather. unfortunately after waiting so long for it's arrival this is going back.",0,0,0
3712,"Love the lattice inserts, makes it feel like you have ventilation which is nice on a hot summer day. i purchased this in grey and in xs. i normally wear m for a looser fit, s for a more fitted look, so i was really surprised that an xs worked for me and was fitted. i haven't worn it since i washed it though. decided to buy the white but in a small, pretty but very see thru. will need to wear a shirt underneath, a little bummed because i liked the breeze! one other comment, this shirt is long! wh",1,1,1
3713,"This adorable dress has surpassed my expectations! i ordered an xs and s and am keeping the xs. for reference, i'm 5'6"", 120 lbs, 34c, and the xs fits like a dream. it's not sack-like at all. the top is fitted, and the bottom flairs very flatteringly. the bell sleeves aren't too long like some i've seen. the color and print are the epitome of fall! the length is perfect; it's long enough for work but short and flirty enough for evenings out. i can imagine wearing with heels or booties.",1,1,1
3714,"It's beautiful, lovely quality, gorgeous bird. but the fit just doesn't work for me. i'm usually a medium, which is what i got, it's just too tight in the chest. for ref 36d. as is it already flares out some in the bottom so i'm not gonna bother w a larger size unfortunately",0,0,0
3715,This top is super flattering and comfortable. perfect summer wear!,1,1,1
3716,"Oh such a classic retailer look for summer! a vintage pattern on a crisp cotton fabric. i was immediately drawn to it. but wait- there is a sort of wrap around tie at the waist, creating the look of an apron. yes. it looks like one is wearing a full apron. or scrub dress. 
why?? this would have been sooo much better as a simple shift or a skirt/blouse combo.",0,0,0
3717,Really soft and perfect for work or leisure! fits a little large but ok. i usually take a small or medium (size 8 or 10) and the small in this jacket fits nicely but a little big. very comfortable. will be great for travel.,1,1,1
3718,"I could live in this top: it's versatile enough to be dressed up or down or worn as a bottom layer; the color offerings are basic enough to match anything; and it's comfortable enough to wear around the clock. note that it runs small. i had to size up to a medium, even though 80% of everything else i wear is size small.",1,1,1
3719,Gorgeous linen blend tee. purchased in grey and white. classic timeless staples. fits baggy which i love. for reference i am 32a 5'1 105 lbs. love love love!,1,1,1
3720,"Pretty shirt on the hanger, but there's a goof in the design. when i tried it on my 3d self, there became this weird ruffle right beside/below the bust that you can barely see in the right of the photo, now that i know it's there. the tulip nature of the shirt is pretty in concept, but where the top layer starts makes the fabric stick out right by your bust and it's not flattering, and i'm just a 34 b.",0,0,0
3721,I returned this item. it was soft. very blah fabric. nothing special.,0,0,0
3722,"Really wanted to luv this top buttt it ran small in arm length & in the front, bottom...backside was perfect coverage...also most important this top is see-through! item as pictured is not accurate!",0,0,0
3723,"I buy almost ever top tiny puts out and so i grabbed this one in the last tops sale since i'm a sucker for embroidered flowers. everything about it is gorgeous except it is so flimsy i can't even believe it. like when i held it up in the dressing room, i could see through the entire shirt, front to back, before even putting it on. once on, i could see everything through it. i actually thought i was going to tear the thing to pieces trying it on, it's so frail. i own so many tiny shirts and while",0,0,0
3724,"Dare i say, this is my favorite pair of pilcro legging cords yet. the pattern is beautiful, with green, black, and grey. the fit is as usual stellar and comfortable. the best yet!",1,1,1
3725,True to size and love the color. great to wear dressed up with wedges and a blouse or dressed down with some mephistos and a tee. linen fabric makes them light for summer heat,1,1,1
3726,"Usually i really like deletta and know the sizing and shapes. this top looked pretty in the pics and i thought it would be a nice change from a tee. it was baggy, hung low and the layers just looked boxy and shapeless.",0,0,0
3727,"This sweatshirt is really nice!  it's oversized so best worn with leggings or skinny jeans. it's very warm, without being too thick. it looks almost exactly like the picture.   the quality seems pretty good, but we'll see how it holds up after it's washed.",1,1,1
3728,"Love these! they are my new favorite weekend pant. they are comfortable, versatile, and cute. the fit and cut are great too. a must have for your wardrobe.",1,1,1
3729,"I purchased these in january and today i am going back to retailer to request a refund; the fabric on the inner thighs are absolutely thread bare. i am 5'6 and wear a size 28. they fit comfortably with great stretch, but apparently the fabric is so cheap that if your thighs should happen to touch, you will wear holes through the thighs in very short order.

first they started piling, which i had never a pair of pilcro pants do before, and within 2 washes i could actually see through the f",0,0,0
3730,"The dress is lovely and fits true to size. i like the petite fit. i would note, however, the dress length does not match the description. the description states the dress falls 45"" from shoulder. i measured it at 40 inches. it is definitely shorter than i was expecting.",1,1,1
3731,"I love jumpsuits - except for this one. the fabric is blah. it's between plastic and the material that they make flags out of. the print is adorable and the buttons up the front are super cute. the tie thing that's just hanging there?  it's a tie thing that just hangs there. it doesn't  look good hanging, and it doesn't look good tied.  this jumpsuit had so much potential. i'm definitely disappointed.  for sizing reference, i am 5'5"", 135, 34c and a small was perfect.",0,0,0
